Source,Book,Chapter,Verse,Word Count
P,Genesis,36,29,11
P,Genesis,36,30,12
J,Genesis,36,31,11
J,Genesis,36,32,8
J,Genesis,36,33,8
J,Genesis,36,34,7
J,Genesis,36,35,15
J,Genesis,36,36,6
J,Genesis,36,37,7
J,Genesis,36,38,7
J,Genesis,36,39,17
J,Genesis,36,40,13
J,Genesis,36,41,6
J,Genesis,36,42,6
J,Genesis,36,43,14
P,Genesis,37,1,7
R,Genesis,37,2,30
E,Genesis,37,3,15
E,Genesis,37,4,14
J,Genesis,37,5,9
J,Genesis,37,6,8
J,Genesis,37,7,16
J,Genesis,37,8,18
J,Genesis,37,9,20
J,Genesis,37,10,23
J,Genesis,37,11,7
E,Genesis,37,12,7
E,Genesis,37,13,14
E,Genesis,37,14,18
E,Genesis,37,15,10
E,Genesis,37,16,11
E,Genesis,37,17,15
E,Genesis,37,18,9
J,Genesis,37,19,9
J,Genesis,37,20,14
E,Genesis,37,21,8
E,Genesis,37,22,24
J,Genesis,37,23,16
E,Genesis,37,24,9
E,Genesis,37,25,19
J,Genesis,37,26,13
J,Genesis,37,27,13
E,Genesis,37,28,20
E,Genesis,37,29,11
E,Genesis,37,30,10
J,Genesis,37,31,11
J,Genesis,37,32,17
J,Genesis,37,33,10
J,Genesis,37,34,11
J,Genesis,37,35,18
E,Genesis,37,36,10
J,Genesis,38,1,13
J,Genesis,38,2,11
J,Genesis,38,3,7
J,Genesis,38,4,8
J,Genesis,38,5,12
J,Genesis,38,6,7
J,Genesis,38,7,9
J,Genesis,38,8,12
J,Genesis,38,9,19
J,Genesis,38,10,8
J,Genesis,38,11,24
J,Genesis,38,12,18
J,Genesis,38,13,9
J,Genesis,38,14,24
J,Genesis,38,15,7
J,Genesis,38,16,22
J,Genesis,38,17,13
J,Genesis,38,18,18
J,Genesis,38,19,8
J,Genesis,38,20,14
J,Genesis,38,21,16
J,Genesis,38,22,14
J,Genesis,38,23,14
J,Genesis,38,24,17
J,Genesis,38,25,21
J,Genesis,38,26,16
J,Genesis,38,27,6
J,Genesis,38,28,14
J,Genesis,38,29,14
J,Genesis,38,30,10
J,Genesis,39,1,16
J,Genesis,39,2,11
J,Genesis,39,3,12
J,Genesis,39,4,14
J,Genesis,39,5,26
J,Genesis,39,6,22
J,Genesis,39,7,14
J,Genesis,39,8,18
J,Genesis,39,9,22
J,Genesis,39,10,13
J,Genesis,39,11,13
J,Genesis,39,12,11
J,Genesis,39,13,8
J,Genesis,39,14,20
J,Genesis,39,15,12
J,Genesis,39,16,8
J,Genesis,39,17,14
J,Genesis,39,18,9
J,Genesis,39,19,17
J,Genesis,39,20,17
J,Genesis,39,21,13
J,Genesis,39,22,20
J,Genesis,39,23,17
E,Genesis,40,1,12
E,Genesis,40,2,11
E,Genesis,40,3,14
E,Genesis,40,4,11
E,Genesis,40,5,19
E,Genesis,40,6,8
E,Genesis,40,7,14
E,Genesis,40,8,16
E,Genesis,40,9,12
E,Genesis,40,10,10
E,Genesis,40,11,17
E,Genesis,40,12,10
E,Genesis,40,13,19
E,Genesis,40,14,18
E,Genesis,40,15,14
E,Genesis,40,16,18
E,Genesis,40,17,14
E,Genesis,40,18,10
E,Genesis,40,19,17
E,Genesis,40,20,22
E,Genesis,40,21,11
E,Genesis,40,22,8
E,Genesis,40,23,7
E,Genesis,41,1,10
E,Genesis,41,2,12
E,Genesis,41,3,18
E,Genesis,41,4,14
E,Genesis,41,5,11
E,Genesis,41,6,8
E,Genesis,41,7,12
E,Genesis,41,8,22
E,Genesis,41,9,11
E,Genesis,41,10,14
E,Genesis,41,11,10
E,Genesis,41,12,16
E,Genesis,41,13,12
E,Genesis,41,14,14
E,Genesis,41,15,17
E,Genesis,41,16,11
E,Genesis,41,17,10
E,Genesis,41,18,12
E,Genesis,41,19,19
E,Genesis,41,20,9
E,Genesis,41,21,14
E,Genesis,41,22,10
E,Genesis,41,23,9
E,Genesis,41,24,13
E,Genesis,41,25,14
E,Genesis,41,26,15
E,Genesis,41,27,18
E,Genesis,41,28,12
E,Genesis,41,29,9
E,Genesis,41,30,14
E,Genesis,41,31,13
E,Genesis,41,32,14
E,Genesis,41,33,10
E,Genesis,41,34,13
E,Genesis,41,35,16
E,Genesis,41,36,15
E,Genesis,41,37,7
E,Genesis,41,38,11
E,Genesis,41,39,15
E,Genesis,41,40,13
E,Genesis,41,41,11
E,Genesis,41,42,20
E,Genesis,41,43,15
E,Genesis,41,44,17
E,Genesis,41,45,19
P,Genesis,41,46,17
E,Genesis,41,47,6
E,Genesis,41,48,20
E,Genesis,41,49,14
E,Genesis,41,50,16
E,Genesis,41,51,16
E,Genesis,41,52,10
E,Genesis,41,53,8
E,Genesis,41,54,17
E,Genesis,41,55,20
E,Genesis,41,56,18
E,Genesis,41,57,12
J,Genesis,42,1,11
J,Genesis,42,2,15
J,Genesis,42,3,7
J,Genesis,42,4,14
E,Genesis,42,5,11
E,Genesis,42,6,17
E,Genesis,42,7,19
J,Genesis,42,8,7
J,Genesis,42,9,16
J,Genesis,42,10,8
J,Genesis,42,11,11
J,Genesis,42,12,8
J,Genesis,42,13,18
J,Genesis,42,14,10
J,Genesis,42,15,13
J,Genesis,42,16,19
J,Genesis,42,17,6
J,Genesis,42,18,12
J,Genesis,42,19,14
J,Genesis,42,20,11
E,Genesis,42,21,23
E,Genesis,42,22,17
E,Genesis,42,23,9
E,Genesis,42,24,14
E,Genesis,42,25,18
J,Genesis,42,26,7
J,Genesis,42,27,15
J,Genesis,42,28,20
J,Genesis,42,29,13
J,Genesis,42,30,11
J,Genesis,42,31,7
J,Genesis,42,32,14
J,Genesis,42,33,19
J,Genesis,42,34,20
E,Genesis,42,35,16
E,Genesis,42,36,16
E,Genesis,42,37,20
J,Genesis,42,38,22
J,Genesis,43,1,3
J,Genesis,43,2,17
J,Genesis,43,3,15
J,Genesis,43,4,10
J,Genesis,43,5,15
J,Genesis,43,6,10
J,Genesis,43,7,26
J,Genesis,43,8,19
J,Genesis,43,9,14
J,Genesis,43,10,8
J,Genesis,43,11,24
J,Genesis,43,12,14
J,Genesis,43,13,7
E,Genesis,43,14,18
J,Genesis,43,15,17
J,Genesis,43,16,21
J,Genesis,43,17,11
E,Genesis,43,18,24
E,Genesis,43,19,11
E,Genesis,43,20,8
E,Genesis,43,21,18
E,Genesis,43,22,12
E,Genesis,43,23,19
J,Genesis,43,24,13
J,Genesis,43,25,13
J,Genesis,43,26,13
J,Genesis,43,27,11
J,Genesis,43,28,8
J,Genesis,43,29,19
J,Genesis,43,30,13
J,Genesis,43,31,7
J,Genesis,43,32,21
J,Genesis,43,33,11
J,Genesis,43,34,15
J,Genesis,44,1,19
J,Genesis,44,2,16
J,Genesis,44,3,6
J,Genesis,44,4,23
J,Genesis,44,5,13
J,Genesis,44,6,6
J,Genesis,44,7,12
J,Genesis,44,8,17
J,Genesis,44,9,10
J,Genesis,44,10,15
J,Genesis,44,11,9
J,Genesis,44,12,9
J,Genesis,44,13,8
J,Genesis,44,14,11
J,Genesis,44,15,16
J,Genesis,44,16,24
J,Genesis,44,17,19
J,Genesis,44,18,19
J,Genesis,44,19,10
J,Genesis,44,20,18
J,Genesis,44,21,8
J,Genesis,44,22,13
J,Genesis,44,23,13
J,Genesis,44,24,11
J,Genesis,44,25,7
J,Genesis,44,26,20
J,Genesis,44,27,11
J,Genesis,44,28,11
J,Genesis,44,29,13
J,Genesis,44,30,11
J,Genesis,44,31,14
J,Genesis,44,32,16
J,Genesis,44,33,12
J,Genesis,44,34,15
J,Genesis,45,1,20
J,Genesis,45,2,9
E,Genesis,45,3,17
J,Genesis,45,4,16
J,Genesis,45,5,15
J,Genesis,45,6,13
J,Genesis,45,7,11
J,Genesis,45,8,18
J,Genesis,45,9,19
J,Genesis,45,10,15
J,Genesis,45,11,15
J,Genesis,45,12,10
J,Genesis,45,13,15
J,Genesis,45,14,10
J,Genesis,45,15,10
J,Genesis,45,16,13
J,Genesis,45,17,16
J,Genesis,45,18,17
J,Genesis,45,19,15
J,Genesis,45,20,12
J,Genesis,45,21,15
J,Genesis,45,22,13
J,Genesis,45,23,16
J,Genesis,45,24,9
J,Genesis,45,25,8
J,Genesis,45,26,18
J,Genesis,45,27,21
J,Genesis,45,28,11
E,Genesis,46,1,13
E,Genesis,46,2,10
E,Genesis,46,3,14
E,Genesis,46,4,13
E,Genesis,46,5,20
P,Genesis,46,6,15
P,Genesis,46,7,12
P,Genesis,46,8,11
P,Genesis,46,9,6
P,Genesis,46,10,10
P,Genesis,46,11,5
P,Genesis,46,12,17
P,Genesis,46,13,6
P,Genesis,46,14,5
P,Genesis,46,15,17
P,Genesis,46,16,9
P,Genesis,46,17,12
P,Genesis,46,18,15
P,Genesis,46,19,6
P,Genesis,46,20,16
P,Genesis,46,21,12
P,Genesis,46,22,10
P,Genesis,46,23,3
P,Genesis,46,24,6
P,Genesis,46,25,15
P,Genesis,46,26,15
P,Genesis,46,27,15
J,Genesis,46,28,12
J,Genesis,46,29,17
J,Genesis,46,30,13
J,Genesis,46,31,20
J,Genesis,46,32,13
J,Genesis,46,33,8
J,Genesis,46,34,22
J,Genesis,47,1,18
J,Genesis,47,2,8
J,Genesis,47,3,16
J,Genesis,47,4,23
J,Genesis,47,5,9
J,Genesis,47,6,26
E,Genesis,47,7,12
E,Genesis,47,8,8
E,Genesis,47,9,25
E,Genesis,47,10,7
J,Genesis,47,11,18
J,Genesis,47,12,13
J,Genesis,47,13,15
J,Genesis,47,14,20
J,Genesis,47,15,21
J,Genesis,47,16,10
J,Genesis,47,17,21
J,Genesis,47,18,28
J,Genesis,47,19,25
J,Genesis,47,20,19
J,Genesis,47,21,10
J,Genesis,47,22,23
J,Genesis,47,23,17
J,Genesis,47,24,16
J,Genesis,47,25,9
J,Genesis,47,26,19
J,Genesis,47,27,11
P,Genesis,47,28,17
J,Genesis,47,29,27
J,Genesis,47,30,11
J,Genesis,47,31,10
E,Genesis,48,1,18
E,Genesis,48,2,13
P,Genesis,48,3,13
P,Genesis,48,4,16
P,Genesis,48,5,19
P,Genesis,48,6,11
R,Genesis,48,7,20
E,Genesis,48,8,8
E,Genesis,48,9,16
E,Genesis,48,10,14
E,Genesis,48,11,15
E,Genesis,48,12,8
E,Genesis,48,13,16
E,Genesis,48,14,21
E,Genesis,48,15,18
E,Genesis,48,16,19
E,Genesis,48,17,23
E,Genesis,48,18,14
E,Genesis,48,19,22
E,Genesis,48,20,17
E,Genesis,48,21,15
E,Genesis,48,22,13
J,Genesis,49,1,14
J,Genesis,49,2,8
J,Genesis,49,3,10
J,Genesis,49,4,12
J,Genesis,49,5,6
J,Genesis,49,6,15
J,Genesis,49,7,11
J,Genesis,49,8,11
J,Genesis,49,9,12
J,Genesis,49,10,14
J,Genesis,49,11,12
J,Genesis,49,12,6
J,Genesis,49,13,10
J,Genesis,49,14,6
J,Genesis,49,15,14
J,Genesis,49,16,6
J,Genesis,49,17,14
J,Genesis,49,18,3
J,Genesis,49,19,6
J,Genesis,49,20,7
J,Genesis,49,21,6
J,Genesis,49,22,11
J,Genesis,49,23,5
J,Genesis,49,24,13
J,Genesis,49,25,16
J,Genesis,49,26,16
J,Genesis,49,27,9
R,Genesis,49,28,18
P,Genesis,49,29,18
P,Genesis,49,30,20
P,Genesis,49,31,18
P,Genesis,49,32,8
P,Genesis,49,33,13
J,Genesis,50,1,9
J,Genesis,50,2,13
J,Genesis,50,3,14
J,Genesis,50,4,19
J,Genesis,50,5,21
J,Genesis,50,6,8
J,Genesis,50,7,16
J,Genesis,50,8,13
J,Genesis,50,9,10
J,Genesis,50,10,18
J,Genesis,50,11,21
P,Genesis,50,12,6
P,Genesis,50,13,23
J,Genesis,50,14,15
J,Genesis,50,15,19
J,Genesis,50,16,9
J,Genesis,50,17,23
J,Genesis,50,18,9
J,Genesis,50,19,9
J,Genesis,50,20,14
J,Genesis,50,21,13
J,Genesis,50,22,11
E,Genesis,50,23,14
E,Genesis,50,24,22
E,Genesis,50,25,14
E,Genesis,50,26,11
R,Exodus,1,1,11
R,Exodus,1,2,4
R,Exodus,1,3,3
R,Exodus,1,4,4
R,Exodus,1,5,11
J,Exodus,1,6,7
P,Exodus,1,7,11
E,Exodus,1,8,10
E,Exodus,1,9,10
E,Exodus,1,10,19
E,Exodus,1,11,15
E,Exodus,1,12,11
P,Exodus,1,13,6
P,Exodus,1,14,17
E,Exodus,1,15,12
E,Exodus,1,16,16
E,Exodus,1,17,14
E,Exodus,1,18,13
E,Exodus,1,19,17
E,Exodus,1,20,7
E,Exodus,1,21,9
J,Exodus,1,22,13
J,Exodus,2,1,8
J,Exodus,2,2,12
J,Exodus,2,3,20
J,Exodus,2,4,7
J,Exodus,2,5,20
J,Exodus,2,6,13
J,Exodus,2,7,16
J,Exodus,2,8,11
J,Exodus,2,9,18
J,Exodus,2,10,16
J,Exodus,2,11,17
J,Exodus,2,12,12
J,Exodus,2,13,13
J,Exodus,2,14,20
J,Exodus,2,15,19
J,Exodus,2,16,12
J,Exodus,2,17,9
J,Exodus,2,18,9
J,Exodus,2,19,13
J,Exodus,2,20,13
J,Exodus,2,21,10
J,Exodus,2,22,12
J,Exodus,2,23,19
P,Exodus,2,24,14
P,Exodus,2,25,7
E,Exodus,3,1,19
J,Exodus,3,2,16
J,Exodus,3,3,13
J,Exodus,3,4,15
J,Exodus,3,5,17
E,Exodus,3,6,18
J,Exodus,3,7,18
J,Exodus,3,8,25
E,Exodus,3,9,15
E,Exodus,3,10,11
E,Exodus,3,11,16
E,Exodus,3,12,20
E,Exodus,3,13,23
E,Exodus,3,14,15
E,Exodus,3,15,28
E,Exodus,3,16,24
E,Exodus,3,17,18
E,Exodus,3,18,26
J,Exodus,3,19,12
J,Exodus,3,20,15
J,Exodus,3,21,13
J,Exodus,3,22,18
E,Exodus,4,1,16
E,Exodus,4,2,8
E,Exodus,4,3,10
E,Exodus,4,4,15
E,Exodus,4,5,14
E,Exodus,4,6,16
E,Exodus,4,7,14
E,Exodus,4,8,14
E,Exodus,4,9,25
E,Exodus,4,10,25
E,Exodus,4,11,20
E,Exodus,4,12,9
E,Exodus,4,13,7
E,Exodus,4,14,22
E,Exodus,4,15,17
E,Exodus,4,16,14
E,Exodus,4,17,10
E,Exodus,4,18,23
J,Exodus,4,19,15
J,Exodus,4,20,18
E,Exodus,4,21,24
E,Exodus,4,22,9
E,Exodus,4,23,14
J,Exodus,4,24,7
J,Exodus,4,25,15
J,Exodus,4,26,7
E,Exodus,4,27,14
E,Exodus,4,28,14
E,Exodus,4,29,9
E,Exodus,4,30,14
E,Exodus,4,31,15
J,Exodus,5,1,18
J,Exodus,5,2,19
E,Exodus,5,3,19
E,Exodus,5,4,13
E,Exodus,5,5,10
E,Exodus,5,6,10
E,Exodus,5,7,14
E,Exodus,5,8,24
E,Exodus,5,9,10
E,Exodus,5,10,15
E,Exodus,5,11,12
E,Exodus,5,12,8
E,Exodus,5,13,11
E,Exodus,5,14,21
E,Exodus,5,15,12
E,Exodus,5,16,13
E,Exodus,5,17,11
E,Exodus,5,18,10
E,Exodus,5,19,13
E,Exodus,5,20,10
E,Exodus,5,21,18
E,Exodus,5,22,13
E,Exodus,5,23,14
E,Exodus,6,1,17
P,Exodus,6,2,8
P,Exodus,6,3,14
P,Exodus,6,4,16
P,Exodus,6,5,14
P,Exodus,6,6,20
P,Exodus,6,7,17
P,Exodus,6,8,19
P,Exodus,6,9,14
P,Exodus,6,10,5
P,Exodus,6,11,11
P,Exodus,6,12,17
R,Exodus,6,13,20
P,Exodus,6,14,15
P,Exodus,6,15,13
P,Exodus,6,16,15
P,Exodus,6,17,5
P,Exodus,6,18,13
P,Exodus,6,19,8
P,Exodus,6,20,20
P,Exodus,6,21,5
P,Exodus,6,22,5
P,Exodus,6,23,20
P,Exodus,6,24,8
P,Exodus,6,25,18
R,Exodus,6,26,15
R,Exodus,6,27,14
R,Exodus,6,28,8
R,Exodus,6,29,18
R,Exodus,6,30,12
P,Exodus,7,1,12
P,Exodus,7,2,16
P,Exodus,7,3,12
P,Exodus,7,4,19
P,Exodus,7,5,15
P,Exodus,7,6,9
P,Exodus,7,7,12
P,Exodus,7,8,7
P,Exodus,7,9,19
P,Exodus,7,10,20
P,Exodus,7,11,12
P,Exodus,7,12,10
P,Exodus,7,13,9
E,Exodus,7,14,10
E,Exodus,7,15,18
E,Exodus,7,16,18
E,Exodus,7,17,20
E,Exodus,7,18,12
P,Exodus,7,19,33
P,Exodus,7,20,24
E,Exodus,7,21,18
P,Exodus,7,22,14
E,Exodus,7,23,10
E,Exodus,7,24,13
E,Exodus,7,25,8
E,Exodus,7,26,16
E,Exodus,7,27,11
E,Exodus,7,28,15
E,Exodus,7,29,6
P,Exodus,8,1,23
P,Exodus,8,2,13
P,Exodus,8,3,10
E,Exodus,8,4,17
E,Exodus,8,5,17
E,Exodus,8,6,10
E,Exodus,8,7,9
E,Exodus,8,8,15
E,Exodus,8,9,12
E,Exodus,8,10,6
E,Exodus,8,11,14
P,Exodus,8,12,19
P,Exodus,8,13,23
P,Exodus,8,14,13
P,Exodus,8,15,16
E,Exodus,8,16,20
E,Exodus,8,17,24
E,Exodus,8,18,21
E,Exodus,8,19,10
E,Exodus,8,20,17
E,Exodus,8,21,10
E,Exodus,8,22,20
E,Exodus,8,23,11
E,Exodus,8,24,16
E,Exodus,8,25,26
E,Exodus,8,26,7
E,Exodus,8,27,12
E,Exodus,8,28,11
E,Exodus,9,1,18
E,Exodus,9,2,8
E,Exodus,9,3,15
E,Exodus,9,4,14
E,Exodus,9,5,10
E,Exodus,9,6,16
E,Exodus,9,7,16
P,Exodus,9,8,17
P,Exodus,9,9,17
P,Exodus,9,10,17
P,Exodus,9,11,14
P,Exodus,9,12,13
E,Exodus,9,13,20
E,Exodus,9,14,19
E,Exodus,9,15,13
E,Exodus,9,16,13
E,Exodus,9,17,5
E,Exodus,9,18,17
E,Exodus,9,19,23
E,Exodus,9,20,13
E,Exodus,9,21,13
E,Exodus,9,22,24
E,Exodus,9,23,19
E,Exodus,9,24,18
E,Exodus,9,25,23
E,Exodus,9,26,10
E,Exodus,9,27,14
E,Exodus,9,28,13
E,Exodus,9,29,22
E,Exodus,9,30,9
E,Exodus,9,31,8
E,Exodus,9,32,7
E,Exodus,9,33,17
E,Exodus,9,34,13
R,Exodus,9,35,13
E,Exodus,10,1,20
E,Exodus,10,2,19
E,Exodus,10,3,20
E,Exodus,10,4,12
E,Exodus,10,5,25
E,Exodus,10,6,25
E,Exodus,10,7,22
E,Exodus,10,8,17
E,Exodus,10,9,14
E,Exodus,10,10,16
E,Exodus,10,11,17
E,Exodus,10,12,24
E,Exodus,10,13,24
E,Exodus,10,14,22
E,Exodus,10,15,29
E,Exodus,10,16,10
E,Exodus,10,17,15
E,Exodus,10,18,6
E,Exodus,10,19,19
R,Exodus,10,20,10
E,Exodus,10,21,15
E,Exodus,10,22,14
E,Exodus,10,23,17
E,Exodus,10,24,17
E,Exodus,10,25,11
E,Exodus,10,26,24
R,Exodus,10,27,8
E,Exodus,10,28,16
E,Exodus,10,29,9
E,Exodus,11,1,23
E,Exodus,11,2,15
E,Exodus,11,3,19
E,Exodus,11,4,11
E,Exodus,11,5,19
E,Exodus,11,6,13
E,Exodus,11,7,19
E,Exodus,11,8,22
R,Exodus,11,9,13
R,Exodus,11,10,20
P,Exodus,12,1,9
P,Exodus,12,2,10
P,Exodus,12,3,17
P,Exodus,12,4,19
P,Exodus,12,5,12
P,Exodus,12,6,17
P,Exodus,12,7,15
P,Exodus,12,8,11
P,Exodus,12,9,16
P,Exodus,12,10,11
P,Exodus,12,11,15
P,Exodus,12,12,20
P,Exodus,12,13,22
P,Exodus,12,14,13
P,Exodus,12,15,23
P,Exodus,12,16,24
P,Exodus,12,17,19
P,Exodus,12,18,14
P,Exodus,12,19,18
P,Exodus,12,20,8
E,Exodus,12,21,14
E,Exodus,12,22,25
E,Exodus,12,23,24
E,Exodus,12,24,9
E,Exodus,12,25,15
E,Exodus,12,26,9
E,Exodus,12,27,21
P,Exodus,12,28,12
E,Exodus,12,29,23
E,Exodus,12,30,19
E,Exodus,12,31,19
E,Exodus,12,32,11
E,Exodus,12,33,12
E,Exodus,12,34,11
E,Exodus,12,35,12
E,Exodus,12,36,11
R,Exodus,12,37,12
E,Exodus,12,38,10
E,Exodus,12,39,22
P,Exodus,12,40,11
P,Exodus,12,41,17
P,Exodus,12,42,16
P,Exodus,12,43,14
P,Exodus,12,44,10
P,Exodus,12,45,5
P,Exodus,12,46,14
P,Exodus,12,47,5
P,Exodus,12,48,22
P,Exodus,12,49,7
R,Exodus,12,50,13
R,Exodus,12,51,13
E,Exodus,13,1,5
E,Exodus,13,2,13
E,Exodus,13,3,23
E,Exodus,13,4,5
E,Exodus,13,5,26
E,Exodus,13,6,8
E,Exodus,13,7,15
E,Exodus,13,8,12
E,Exodus,13,9,19
E,Exodus,13,10,7
E,Exodus,13,11,13
E,Exodus,13,12,14
E,Exodus,13,13,14
E,Exodus,13,14,17
E,Exodus,13,15,29
E,Exodus,13,16,13
E,Exodus,13,17,24
E,Exodus,13,18,14
E,Exodus,13,19,22
R,Exodus,13,20,6
J,Exodus,13,21,16
J,Exodus,13,22,10
P,Exodus,14,1,5
P,Exodus,14,2,18
P,Exodus,14,3,10
P,Exodus,14,4,17
J,Exodus,14,5,21
J,Exodus,14,6,7
J,Exodus,14,7,11
P,Exodus,14,8,16
J,Exodus,14,9,18
P,Exodus,14,10,18
E,Exodus,14,11,16
E,Exodus,14,12,21
J,Exodus,14,13,27
J,Exodus,14,14,5
P,Exodus,14,15,12
P,Exodus,14,16,16
P,Exodus,14,17,14
P,Exodus,14,18,9
E,Exodus,14,19,15
E,Exodus,14,20,20
P,Exodus,14,21,21
P,Exodus,14,22,11
P,Exodus,14,23,12
J,Exodus,14,24,15
E,Exodus,14,25,16
P,Exodus,14,26,17
P,Exodus,14,27,20
P,Exodus,14,28,18
P,Exodus,14,29,11
J,Exodus,14,30,16
J,Exodus,14,31,17
J,Exodus,15,1,20
J,Exodus,15,2,12
J,Exodus,15,3,5
J,Exodus,15,4,10
J,Exodus,15,5,6
J,Exodus,15,6,8
J,Exodus,15,7,8
J,Exodus,15,8,12
J,Exodus,15,9,12
J,Exodus,15,10,8
J,Exodus,15,11,12
J,Exodus,15,12,4
J,Exodus,15,13,10
J,Exodus,15,14,7
J,Exodus,15,15,12
J,Exodus,15,16,17
J,Exodus,15,17,12
J,Exodus,15,18,4
R,Exodus,15,19,19
E,Exodus,15,20,14
E,Exodus,15,21,12
R,Exodus,15,22,17
J,Exodus,15,23,15
J,Exodus,15,24,7
J,Exodus,15,25,18
E,Exodus,15,26,27
R,Exodus,15,27,13
R,Exodus,16,1,23
P,Exodus,16,2,10
P,Exodus,16,3,30
J,Exodus,16,4,22
J,Exodus,16,5,14
P,Exodus,16,6,15
P,Exodus,16,7,15
P,Exodus,16,8,27
P,Exodus,16,9,17
P,Exodus,16,10,16
P,Exodus,16,11,5
P,Exodus,16,12,20
P,Exodus,16,13,13
P,Exodus,16,14,13
P,Exodus,16,15,24
P,Exodus,16,16,18
P,Exodus,16,17,7
P,Exodus,16,18,12
P,Exodus,16,19,9
P,Exodus,16,20,15
P,Exodus,16,21,10
P,Exodus,16,22,15
P,Exodus,16,23,27
P,Exodus,16,24,13
P,Exodus,16,25,12
P,Exodus,16,26,9
P,Exodus,16,27,9
P,Exodus,16,28,10
P,Exodus,16,29,24
P,Exodus,16,30,4
P,Exodus,16,31,13
P,Exodus,16,32,24
P,Exodus,16,33,18
P,Exodus,16,34,10
P,Exodus,16,35,21
P,Exodus,16,36,4
R,Exodus,17,1,17
E,Exodus,17,2,19
E,Exodus,17,3,20
E,Exodus,17,4,12
E,Exodus,17,5,20
E,Exodus,17,6,20
E,Exodus,17,7,19
E,Exodus,17,8,6
E,Exodus,17,9,19
E,Exodus,17,10,14
E,Exodus,17,11,12
E,Exodus,17,12,23
E,Exodus,17,13,8
E,Exodus,17,14,19
E,Exodus,17,15,7
E,Exodus,17,16,11
E,Exodus,18,1,20
E,Exodus,18,2,10
E,Exodus,18,3,13
E,Exodus,18,4,10
E,Exodus,18,5,16
E,Exodus,18,6,12
E,Exodus,18,7,13
E,Exodus,18,8,21
E,Exodus,18,9,13
E,Exodus,18,10,18
E,Exodus,18,11,12
E,Exodus,18,12,19
E,Exodus,18,13,15
E,Exodus,18,14,29
E,Exodus,18,15,9
E,Exodus,18,16,17
E,Exodus,18,17,10
E,Exodus,18,18,17
E,Exodus,18,19,18
E,Exodus,18,20,16
E,Exodus,18,21,22
E,Exodus,18,22,20
E,Exodus,18,23,17
E,Exodus,18,24,8
E,Exodus,18,25,19
E,Exodus,18,26,16
E,Exodus,18,27,8
P,Exodus,19,1,12
R,Exodus,19,2,12
E,Exodus,19,3,17
E,Exodus,19,4,13
E,Exodus,19,5,17
E,Exodus,19,6,14
E,Exodus,19,7,14
E,Exodus,19,8,17
E,Exodus,19,9,26
J,Exodus,19,10,12
J,Exodus,19,11,15
J,Exodus,19,12,16
J,Exodus,19,13,21
J,Exodus,19,14,11
J,Exodus,19,15,11
J,Exodus,19,16,21
E,Exodus,19,17,11
J,Exodus,19,18,18
E,Exodus,19,19,11
J,Exodus,19,20,16
J,Exodus,19,21,15
J,Exodus,19,22,10
J,Exodus,19,23,20
J,Exodus,19,24,19
J,Exodus,19,25,6
P,Exodus,20,1,7
P,Exodus,20,2,9
P,Exodus,20,3,7
P,Exodus,20,4,16
P,Exodus,20,5,21
P,Exodus,20,6,6
P,Exodus,20,7,17
P,Exodus,20,8,5
P,Exodus,20,9,6
P,Exodus,20,10,18
P,Exodus,20,11,26
P,Exodus,20,12,15
P,Exodus,20,13,11
P,Exodus,20,14,15
P,Exodus,20,15,18
P,Exodus,20,16,13
P,Exodus,20,17,19
E,Exodus,20,18,10
E,Exodus,20,19,16
E,Exodus,20,20,10
E,Exodus,20,21,23
E,Exodus,20,22,14
E,Exodus,20,23,10
E,Exodus,21,1,5
E,Exodus,21,2,11
E,Exodus,21,3,12
E,Exodus,21,4,17
E,Exodus,21,5,14
E,Exodus,21,6,17
E,Exodus,21,7,10
E,Exodus,21,8,15
E,Exodus,21,9,7
E,Exodus,21,10,9
E,Exodus,21,11,10
E,Exodus,21,12,5
E,Exodus,21,13,12
E,Exodus,21,14,11
E,Exodus,21,15,5
E,Exodus,21,16,7
E,Exodus,21,17,5
E,Exodus,21,18,14
E,Exodus,21,19,13
E,Exodus,21,20,14
E,Exodus,21,21,11
E,Exodus,21,22,20
E,Exodus,21,23,7
E,Exodus,21,24,12
E,Exodus,21,25,9
E,Exodus,21,26,15
E,Exodus,21,27,11
E,Exodus,21,28,19
E,Exodus,21,29,19
E,Exodus,21,30,11
E,Exodus,21,31,10
E,Exodus,21,32,13
E,Exodus,21,33,16
E,Exodus,21,34,9
E,Exodus,21,35,19
E,Exodus,21,36,19
E,Exodus,21,37,18
E,Exodus,22,1,9
E,Exodus,22,2,13
E,Exodus,22,3,13
E,Exodus,22,4,17
E,Exodus,22,5,16
E,Exodus,22,6,17
E,Exodus,22,7,15
E,Exodus,22,8,31
E,Exodus,22,9,20
E,Exodus,22,10,15
E,Exodus,22,11,6
E,Exodus,22,12,8
E,Exodus,22,13,13
E,Exodus,22,14,10
E,Exodus,22,15,13
E,Exodus,22,16,10
E,Exodus,22,17,3
E,Exodus,22,18,6
E,Exodus,22,19,6
E,Exodus,22,20,10
E,Exodus,22,21,5
E,Exodus,22,22,12
E,Exodus,22,23,10
E,Exodus,22,24,16
E,Exodus,22,25,10
E,Exodus,22,26,17
E,Exodus,22,27,7
E,Exodus,22,28,8
E,Exodus,22,29,13
E,Exodus,22,30,12
E,Exodus,23,1,12
E,Exodus,23,2,13
